"","X","data_1","data_2","data_3","data_4","data_5","data_6","data_7","data_8","data_9","data_10","data_11","data_12","data_13","data_14","data_15","data_16","data_17","data_18","data_19","data_20","data_21","data_22","data_23","data_24","data_25","data_26","data_27","data_28","data_29","data_30","data_31","data_32","data_33","data_34","data_35","data_36","data_37","data_38","data_39","data_40","data_41","data_42","data_43","data_44","data_45","data_46","data_47","data_48","data_49","data_50","data_51","data_52","data_53","data_54","data_55","data_56","data_57","data_58","data_59","data_60","data_61","data_62","data_63","data_64","data_65","data_66","data_67","data_68","data_69","data_70","data_71","data_72","data_73","data_74","data_75","data_76","data_78","data_79","data_80","data_81","data_82","data_83","data_84","data_85","data_86","data_87","data_88","data_89","data_90","data_91","data_92","data_93","data_94","data_95","data_96","data_97","data_98","data_99","data_100","data_101","data_102","data_103","data_104","data_105","data_106","data_107","data_108","data_109","data_110","data_111","data_112","data_113","data_114","data_115","data_116","data_117","data_118","data_119","data_120","data_121","data_122","data_123","data_124","data_125","data_126","data_127","data_128","data_129","data_130","data_131","data_132","data_133","data_134","data_135","data_136","data_137","data_139","data_140","data_141","data_142","data_143","data_144","data_145","data_146","data_147","data_148","data_149","data_150","data_151","data_152","data_153","data_154","data_155","data_156","data_157","data_158","data_159","data_160","data_161","data_162","data_163","data_164","data_165","data_166","data_167","data_168","data_169","data_170","data_171","data_172","data_173","data_174","data_175","data_176","data_177","data_178","data_179","data_180","data_181","data_182","data_183","data_184","data_185","data_186","data_187","data_188","data_189","data_190","data_191","data_192","data_193","data_194","data_195","data_196","data_197","data_198","data_199","data_200","data_201","data_202","data_203","data_204","data_205","data_206","data_207","data_208","data_209","data_210","data_211","data_212","data_213","data_214","data_215","data_216","data_217","data_218","data_219","data_220","data_221","data_222","data_223","data_224","data_225","data_226","data_227","data_228","data_229","data_230","data_231","data_232","data_233","data_234","data_235","data_236","data_237","data_238","data_239","data_240","data_241","data_242","data_243","data_244","data_245","data_246","data_247","data_248","data_249","data_250","data_251","data_252","data_253","data_255","data_256","data_257","data_258","data_260","data_261","data_262","data_264","data_266","data_267","data_268","data_269","data_270","data_271","data_272","data_273","data_274","data_275","data_276","data_277","data_278","data_279","data_280","data_281","data_282","data_284","data_285","data_286","data_287","data_288","data_289","data_290","data_291","data_292","data_293","data_294","data_295","data_296","data_297","data_298","data_299","data_300","data_301","data_302","data_303","data_304","data_305"
"11",11,191974,234280,200043,117173,92465,96207,64960,48467,100721,48984,77284,111982,79552,45808,51943,46478,93809,82527,130921,148138,102653,46768,63963,143412,120420,178513,179054,66030,47499,83983,81081,225675,75855,74398,77312,83743,188367,95534,268618,114958,86299,78076,113011,133886,136177,168081,68306,61222,97340,101210,137754,80583,92078,77325,73688,130247,100273,155270,95696,130987,727516,158129,383750,213284,86980,161847,132416,40510,86348,60757,37931,36433,42223,140914,1905806,68827,64472,39635,79715,157988,68321,39797,45606,58708,68395,69141,128307,80410,162426,89155,85359,122762,91915,92580,206784,64730,83878,49493,210154,110697,142694,80987,88234,168736,72452,117774,115303,132483,83866,89670,253449,239910,97615,144750,67222,66528,31966,111125,89090,155601,45849,55220,89160,63481,357104,75700,88912,23680,246431,137488,61021,81360,97596,128384,72718,112686,53374,60833,106936,54390,85024,120538,160334,137563,120636,110200,105751,156839,286695,51824,101767,104240,97224,156572,110186,163691,91293,119980,110737,198160,127681,209716,118702,109474,171294,79730,239683,98483,70855,132359,202625,94927,138238,137339,97092,201800,245130,194524,115066,237871,188910,306690,122660,137589,105329,147039,87917,153053,281675,128908,106897,134439,177483,370246,68848,28942,124446,79718,109161,174800,247142,63164,121702,88796,251834,600758,462852,90981,333044,185519,174189,217950,218869,64153,145325,275090,81181,176560,93344,74464,116608,142036,83953,124604,76090,76924,134121,912702,178968,103492,314540,98056,185181,304623,119172,26388,196023,245715,318002,84185,124795,53761,141215,134883,99505,215236,114523,131931,386927,159604,186643,1475035,267993,439206,266820,322102,32751,174012,92821,1523879,75345,209159,87725,117350,45055,72014,21175,50986,126358,102482,105497,63200,74603,55275,137755,197668,82703,100289,124625,231749,117012,128659,400041,168990,239574,121039,97132,64373,783051,68564,368514,74698,90493,242986,108818,135572,97977,237072
"12",12,196612,244818,207251,123732,99416,99409,70480,53800,103800,54304,81813,116004,85562,50573,56710,56290,96943,89487,135665,152914,107088,48917,68825,152407,126994,196570,183784,70137,52000,87071,86522,229819,81274,78648,82726,89455,193687,98898,275283,118978,88542,89701,121795,137418,139428,173655,74261,67631,101124,111203,142919,85570,103263,81002,76681,135579,105654,162917,104048,135136,734476,162278,417417,217809,91006,168071,150312,43985,90229,64450,41954,39163,49593,144290,1908413,72757,68755,45670,87354,162932,75018,43229,50123,63837,72636,76564,134999,84851,169906,92323,88919,130471,100281,98364,213060,70401,88528,53578,214488,118289,147200,86865,92178,175896,76339,125920,121303,143830,87809,94944,257751,244960,100864,150822,71650,72011,37603,118574,95338,170576,49550,109252,94659,66923,365461,81021,96141,26195,253699,144036,66625,86950,100813,133310,92570,121521,59679,64633,121939,58597,89224,132008,167435,144571,126951,115116,109173,169061,293533,57051,112253,110879,102080,162324,114488,171371,96615,129892,116611,202672,133083,216164,125708,115402,180968,83816,246099,107188,75863,138475,209151,104079,146218,143009,102701,219425,252018,204552,121086,245367,201711,313772,132709,142881,119189,150870,91375,164186,285443,135657,112491,141635,183922,381706,74912,36590,130348,86597,116255,183075,253046,67491,129127,96923,257104,603745,475108,95930,337860,190336,179638,224610,223226,67697,155926,284174,85956,182075,98565,101593,125294,151125,88458,132132,83176,83653,140220,921711,184783,109464,325996,101606,189024,312139,125618,28004,204838,253920,323326,90235,130891,57496,149240,143897,107170,220779,131918,140460,396709,164308,194927,1478693,275055,446733,274245,328062,36607,177917,102126,1545194,82983,217904,94172,126848,49576,78419,22751,57098,130611,109570,114058,67191,80275,57696,146566,203124,90219,107897,129197,237392,121296,135147,408850,178702,250270,128729,102404,73395,786123,75136,388290,79458,96152,255798,115005,138384,101131,278834
"13",13,216606,265098,213903,135380,107904,106522,78212,67267,110179,59913,96474,131332,89564,57315,68971,59965,101543,98573,142673,182381,117120,51796,73876,167964,137603,205105,190757,76653,57686,89800,98333,234998,86850,82870,91631,96235,202431,108446,286119,132854,95019,97300,129027,153523,146081,179248,88741,79515,105660,118063,155753,93958,107035,95404,79761,144140,112803,175939,112223,146501,748905,170035,440492,224281,98713,181178,163157,50284,98425,72075,46264,42249,56511,148538,1912584,89336,74604,51795,98258,170372,85322,55812,58282,79013,78396,88755,144893,93062,181751,97391,92559,138240,106193,103236,219122,92320,97927,56967,224250,128794,154706,91853,96427,187040,83557,132259,130295,157891,94703,107191,268436,259876,105518,160126,83882,83927,44691,128863,108618,180046,55509,113748,101272,71134,371942,103387,103555,29240,258897,150855,73373,97340,106080,140693,102763,132768,73663,71330,128719,65084,100227,147006,177125,161067,137706,121283,114345,180398,305336,66980,122107,124663,108594,167911,120046,178068,105019,136460,124939,219561,149515,229901,131728,119890,191295,88657,263699,124704,85534,164195,223498,112115,157850,157837,109228,236000,261138,214084,129941,255002,222015,319576,150575,148428,139798,153851,99994,172903,290010,161302,124749,152590,189227,399431,82632,39894,137453,97085,130873,190340,264455,76477,138881,107251,282979,610798,480160,106834,344596,198985,185069,240599,231625,74328,167316,293406,96237,190410,108235,111337,137399,161580,92878,143902,89794,95757,162711,932291,193141,116776,342020,108773,204885,327983,157144,31476,232318,265627,341616,140867,308116,64372,161971,159324,115987,227429,144483,161031,432414,222164,209652,1484037,281118,465582,302028,334367,47095,187412,108854,1618057,101292,232377,98691,132028,63091,92467,23843,62257,142569,115185,125029,81649,95499,62663,153909,245631,94818,122729,142734,248504,131746,143347,425345,198858,260456,135233,108748,78899,791259,80701,416481,92507,104567,267243,124628,142515,113457,319824
"14",14,223546,279209,222465,209460,119384,115410,83559,75440,115387,69113,103089,138244,98161,72286,77161,66681,109260,111150,153433,189739,124964,54614,79312,174521,155460,213709,197904,83847,63298,96655,107397,240851,93230,87445,98033,102195,214104,120600,297056,141853,104605,104566,134995,160829,151365,192129,96796,84353,114188,127189,165139,104285,116984,99816,85264,152157,121805,186938,118922,153534,755441,181056,452161,230714,106868,193247,173562,61671,104399,79648,51719,46183,61630,179082,1925926,122191,78794,58718,110428,178819,90984,63869,63039,88197,85379,95845,155822,100101,190894,103475,99943,148808,112919,110124,226809,98332,105194,62687,232268,135858,163894,100256,102270,199104,88636,148647,144239,177030,102049,113059,277593,265937,112335,167078,138401,91008,50211,136728,116734,187464,59984,124187,108209,78525,378288,112876,112337,33044,265405,163369,79364,107291,112931,150917,108973,142478,77989,76004,137954,73252,106426,159062,182033,169129,146943,127740,124793,190188,313025,75743,135706,130871,117577,173551,129880,193947,113440,141995,136454,227512,167407,245621,141358,128218,201692,103790,277835,134064,93163,171408,228963,117236,170022,171727,117388,248502,268201,226646,140130,267154,230254,328921,160128,155157,151256,159415,112062,181387,296842,171126,131424,162533,195731,405345,90136,43383,154966,104917,141819,209952,271222,93411,151882,117242,294524,619454,492096,113466,351724,205568,193234,257849,237477,85367,181321,301588,102021,199794,116607,194504,147516,179772,98415,156118,98901,102194,172050,941257,208567,125648,350804,118606,212974,341095,163655,34674,247561,284277,363317,163366,335780,69856,170656,172300,124718,235813,152916,295024,447471,229044,223927,1487912,294597,486625,317612,341622,54695,198148,121390,1630642,107894,243021,106369,139853,67857,97830,26903,70484,152593,120930,133717,90608,102267,69669,168882,258108,111618,127482,149472,253713,139930,158642,433941,211954,289224,144315,117060,84707,802227,95157,442529,98739,109367,277916,131950,146527,120719,325454
"15",15,231432,293114,239491,228308,125339,118038,88092,78027,118915,72521,109907,145919,103775,81222,81654,70625,113061,115646,158009,197629,130524,56836,82943,185132,163846,217574,203745,87213,66670,101128,115723,281904,97048,91755,103590,106063,217407,123443,300739,148823,106965,106448,137858,166388,155210,198574,102522,88475,121392,138680,173225,107308,122937,103563,87356,158356,125079,202981,123448,161230,762948,216701,466611,237809,108190,303972,180054,64370,114361,83961,53470,50383,63885,183098,1928909,124492,81934,65778,114440,188658,98097,66301,66677,91732,89939,99565,165283,104174,198168,108111,107343,159126,118293,113924,233805,100632,109761,64956,239217,140806,168070,104737,105308,205168,240599,156524,147431,190086,106746,116790,281673,270109,116277,172118,144684,95807,55314,144352,122001,192029,62594,129900,116694,81081,385400,114203,116641,35126,273237,170415,82795,110835,117097,157478,135846,150403,80651,77917,143471,75481,111312,164553,186871,176536,151731,136503,135801,195697,317180,79776,141620,137296,125026,178239,135540,202500,116497,153044,141565,233425,175778,259645,145346,139356,215171,107925,287611,144362,101694,177916,232972,123533,177230,180414,120342,259061,283410,235314,151252,276775,238482,338096,166739,157366,159744,162987,117991,189291,302275,182055,136433,170866,200931,414199,95856,51126,157387,112726,149307,212319,278451,95627,157179,122473,311881,622567,496249,118559,357172,210327,202559,268293,241368,90003,207483,308804,107484,207754,121201,199248,152680,184700,103439,160659,106672,107483,180327,948209,218763,129301,356830,123707,217065,348429,168219,43087,254643,297951,380573,168172,353396,73040,245451,187275,131727,245531,155105,297637,471701,246526,235109,1492624,384519,499043,325685,344463,59183,203573,127286,1641181,112950,250820,112604,151951,69668,103566,28360,73608,165330,125234,140500,97232,107091,72945,176152,263987,130866,131684,152436,257035,147824,165818,449204,221083,301723,151801,123436,89548,816987,99825,455569,103811,112723,300940,137086,165583,123463,358561
"16",16,254632,313210,276606,258403,152250,126340,99256,83416,126934,81817,126414,153937,108634,85972,86869,73260,118677,121801,163969,209536,141229,61563,88335,203619,172009,226605,214380,93789,71198,106471,125009,296762,102762,101221,109995,117927,224656,129619,313668,156814,112198,121610,142339,176731,169070,215589,120947,100246,140936,157686,186997,115156,131887,114556,95481,174895,140328,219073,136776,170440,774293,224969,474861,245247,934085,333788,247961,72425,136600,88687,55721,59706,69196,188642,2045049,178708,87075,70983,129145,213417,104993,72533,73801,105187,100123,105276,179816,114299,208983,132389,112167,191271,138654,121603,244140,105564,116878,69920,251821,145223,191745,118305,113744,236048,276351,173323,160151,217685,127571,122431,288200,279170,131105,179894,170307,100228,63804,153025,131674,198590,67883,136723,123096,85357,395605,141017,143621,38355,276495,188910,92804,115267,122566,166745,144973,158062,87926,85404,149666,107977,119107,174773,220180,185119,161270,147789,145760,210857,325554,87877,149730,150559,131729,209479,142678,212627,128231,188589,149993,246992,216670,270653,155056,167873,226596,118087,295563,174855,110023,186352,246781,130277,200746,196920,130909,267160,303617,247984,170529,296983,250350,373798,179100,169790,169574,170493,129320,195457,315042,191342,171974,213988,226947,424290,111578,96487,172524,170045,169881,227971,322607,104379,168601,134672,329532,629468,506333,129341,368729,232935,211894,278445,246306,105899,225437,319217,113124,216080,134789,218258,167730,195011,114799,175949,132056,113966,192448,959585,235364,139457,361063,130600,232544,357308,187593,64999,280416,314387,401129,180573,359116,76620,254969,210296,139446,263820,168243,305450,490441,273652,279524,1500512,404895,506927,339965,360862,85287,334188,136078,1659638,135926,281070,118077,164470,78389,108947,36899,80198,179156,131857,156940,107516,115290,78174,186032,271972,143250,159269,164090,269856,159086,188620,469022,236502,317590,163577,134884,102123,825187,119853,570312,110412,130725,324411,149502,171185,129019,364979
"17",17,265519,326330,283250,310547,155899,129953,102913,87672,129369,85993,130165,163841,113292,89863,92828,76905,122494,129911,167480,213561,146583,65705,91822,210396,187845,230869,219873,99082,73249,110063,133467,329119,107175,104889,114197,122787,237507,133765,341714,164504,117711,126443,148675,182193,177526,231895,131090,110159,146140,166559,192328,129452,137771,120495,101525,183554,144711,226761,142691,194885,780685,233564,486962,249913,941587,340755,253698,76626,142682,91066,57241,64508,71488,195930,2132627,187923,90439,75247,139240,220025,107217,76788,79046,111636,105787,109782,185336,119365,215232,135285,115343,195782,141620,125475,252456,110919,121183,75491,260673,149381,198676,123219,116669,245207,283401,181737,165463,231231,140939,125848,293959,286248,137624,184782,180186,104325,70575,158082,134726,204034,70649,154380,127249,92018,406619,145819,148197,50568,279915,199703,99417,119061,126584,172243,153441,167539,97717,90693,159760,115503,122195,180484,225430,191232,169318,161376,154054,222940,341588,94339,155305,163135,138283,218215,148488,223451,131804,194685,156418,256096,231040,283453,163004,180304,231923,124653,302747,185408,115367,191454,255057,136023,209357,201679,181910,278044,314617,258093,179208,311388,260993,385394,191723,175054,175504,175440,137864,204558,320058,199587,182270,219348,232835,428968,121153,100852,183482,192509,176633,232609,327775,108051,178257,139689,335702,634536,511393,139710,375019,237504,217271,283945,250247,110327,235835,331654,118444,229616,137385,225629,173850,205364,124307,191902,149436,117758,201472,963545,247266,144572,370239,140052,238897,364299,209326,73527,295271,320765,409614,189915,369364,80746,268153,217687,144994,270714,175319,311411,583965,279964,296424,1505544,424736,528163,347116,369806,105847,337852,139934,1668736,140232,285931,122973,170549,85594,113915,39351,88945,185771,143746,165739,112193,118602,83374,196464,283786,155698,167685,175655,281247,167618,198288,477992,242825,341444,170309,147244,107133,988332,127288,597744,113164,134294,336091,155182,175176,133362,373072
"18",18,269643,331042,303634,363907,167106,133496,106540,91739,134409,89801,132129,169780,118150,91874,100533,80717,126128,137414,173265,219063,153957,74184,98015,214212,196273,235814,224779,102117,76173,112895,138832,341484,113808,111230,120581,126387,243643,138069,344880,169786,124024,131812,154060,187249,185050,237945,134902,114187,154456,171929,196994,134424,142945,127951,105620,192065,150395,231123,169920,200718,785607,240081,495245,272748,950265,346973,260489,79466,147019,93186,59148,67356,72904,198953,2136840,205883,96496,80027,143549,230440,112241,83220,86382,115080,110716,118480,191275,125750,220120,137643,120607,200820,144658,140355,263330,114473,125774,80116,267534,155681,208149,129463,124294,252176,294977,186700,170104,247460,146242,128968,302017,291612,141550,188342,193417,108627,75729,162706,137702,208783,73271,163853,136170,95715,412042,149500,156628,55904,286128,209326,103123,123857,131546,175630,158053,173349,103880,94065,164170,120811,131972,186553,233934,196031,180170,169934,160159,229574,348310,98019,169093,167695,148078,252575,152205,228955,136122,201301,165152,263712,236941,293589,170183,192592,238181,129045,308219,195328,127128,198030,260421,141066,219078,207148,187613,289107,322481,267909,185182,319852,266063,396442,196985,180690,182260,179919,142533,211196,323810,203681,185815,223476,240875,435676,127632,104837,189127,214389,184900,238970,337279,113187,190295,147049,346912,640189,521586,149848,383858,243471,225618,294996,257741,113965,242666,339517,135692,234974,141634,231439,179870,210355,127712,210458,156288,122278,208012,966775,253879,158692,374582,146814,243066,372333,229941,80304,301530,325685,414901,198895,394860,84528,278747,238035,154526,274398,181357,317598,595169,291761,307024,1510529,431663,535853,359853,373894,123343,342467,145950,1675892,247267,292747,127385,177112,91247,122162,41799,96142,192477,150370,169839,119012,122602,86318,204255,288738,164083,181782,182844,286089,174130,206038,487817,251265,355827,179649,152717,112010,993259,132929,607136,116452,143127,343645,161309,181786,144562,384077
"19",19,275598,335890,310974,395251,171274,137672,111781,94280,136948,93881,133974,173488,121284,95376,108438,85440,129478,143304,176633,225105,158280,78148,104886,217942,202031,252053,229956,104175,80698,114719,143947,343303,117330,114394,123294,129235,248204,140504,349345,174475,128246,135398,159604,194225,187778,241762,138185,117964,160963,177143,201630,137385,148044,136955,109006,197766,153703,235819,178056,204253,793120,243856,501162,276794,955691,355010,266094,83045,149987,94507,60829,70745,74270,201726,2139596,211580,99732,82877,146611,234729,114849,86436,90401,119587,115595,123428,195579,129345,224338,138943,123519,204159,150422,144867,268127,117409,130494,84888,271907,160421,216587,133356,127838,256808,302357,192154,173967,267918,151442,131985,305345,294961,145306,192702,198845,112032,81351,167083,140718,211886,75400,168956,140807,98735,415250,152665,162244,58779,288679,213823,107444,127461,152062,177872,162479,178165,109340,97648,167358,129369,136196,194122,236852,200419,183870,178415,166985,234717,353422,100886,179832,172647,153219,260235,156699,233323,141765,205653,168907,266576,242078,305365,176053,197400,245593,135288,314003,203557,132919,204433,262693,146318,225193,213130,192158,299392,332793,271090,188746,324575,275027,401186,199978,183813,190682,182832,146191,222854,326731,207833,201433,228535,244778,439516,131304,109934,195001,220236,193100,244834,341853,116458,208939,152856,351409,644244,526713,160359,390443,246320,231249,301516,265063,116209,250689,344900,142180,239615,148572,242313,183447,213659,130281,259217,160833,125311,213698,972557,258313,163501,377718,150487,245496,380327,235756,85463,307291,329066,418926,204878,401764,87673,289973,249934,159728,277815,185249,320300,599820,299916,311857,1512895,442454,548311,373429,376614,136423,346460,149590,1682961,255677,302031,130025,183218,96510,127067,44763,100344,197631,154594,172420,122404,126130,90346,207741,298422,168085,185439,188355,291090,181607,209922,494407,256748,399105,184141,158476,119370,996100,137266,633488,118812,147220,348036,166437,184887,149882,414143
"20",20,278585,342002,321782,418027,177874,141057,114047,96168,139940,99497,135962,175517,126570,101317,111977,87814,133278,151543,184633,228960,163780,81513,110526,224871,206267,260344,232891,108716,84536,116399,147663,345612,121774,117147,126268,132067,253586,146512,351827,180018,135481,142106,164412,198912,191250,246726,142133,125633,166799,180097,204582,140311,150975,142517,111157,206408,158009,239171,182042,210976,795428,246717,507845,282195,965605,361023,273938,85940,154669,95722,62329,73466,75475,221874,2143206,217546,105010,86474,149670,240609,117480,90836,93264,122215,119180,126680,201147,132490,227147,140205,129023,206707,154240,149627,273440,120039,134883,88439,276566,165900,220138,135734,131372,259512,309247,194919,176311,274214,157643,135195,309931,296920,148584,195510,201639,116471,85469,177060,143986,215298,77864,172075,145800,101984,418523,155754,167235,62089,292964,217260,122416,131781,163749,179641,165538,182973,113380,100381,170547,134424,140266,203605,243728,205169,190901,182997,177607,237421,361964,104211,184575,176815,157619,265218,158993,236123,145188,208493,172711,270072,246275,312693,180559,200616,256016,137697,325483,212810,139234,210816,265232,150591,231961,218405,199590,303097,342682,273243,191020,328601,281794,410642,202604,186590,202221,187305,149651,228564,328931,219194,204045,232522,246699,451118,134696,113013,201759,226157,201383,256964,346888,119571,215785,158272,354222,646305,530706,165427,395850,250192,240413,306421,269847,119867,254754,350816,149396,245849,152407,247642,189557,216507,132332,267400,164326,128565,214328,975197,264672,169611,383494,156725,248938,390707,248744,89815,313398,332129,422240,207828,421292,103461,294495,262720,165880,280881,188739,322712,604006,305271,317475,1518441,446111,554112,379716,378551,156415,350660,152318,1689748,259740,305513,134525,190758,99866,131878,46791,103313,201050,158603,175268,128887,131346,92808,210477,302512,172018,195767,191442,295303,184774,213478,499083,263624,410360,187055,173829,123986,998475,140288,656503,121900,156074,355276,170385,186978,152994,428336
"21",21,282938,348593,326524,438731,182454,143520,117760,99640,142212,105977,137442,178968,129451,104443,114648,90271,136728,154903,188809,237057,168266,84370,113030,230173,211147,265247,236196,111370,88140,118535,150895,347404,124672,119608,129647,136758,257385,148571,357356,185922,139808,149591,168348,204097,194461,252637,145024,129089,171120,184363,208314,143975,155279,152779,116109,210321,160601,247255,187638,213980,799835,251696,512595,289484,970105,363950,279526,89552,160288,96906,63639,76169,76457,223953,2145900,223012,108163,89080,153377,244065,119408,94292,98403,125296,124363,128962,205340,136516,233060,141713,138415,209658,158199,153883,276569,123963,139586,90951,285400,169795,226974,140839,133187,266431,315799,201629,180231,283228,168163,137392,312860,302488,152744,200166,206433,118631,88239,183053,148304,218717,85130,176948,148557,105978,426188,158992,170659,64549,297508,226225,129308,134863,167550,183202,169625,190994,121893,103358,175575,140624,143413,209522,248352,208819,197758,188125,184614,242547,364970,108649,191459,181607,162275,268594,163791,240603,149454,225732,175927,275808,254063,317613,184249,206424,261383,142441,330603,222064,142442,215432,269004,154675,239097,235644,215182,311253,347010,278144,196014,334256,295602,416592,209735,191905,206930,190900,154176,232195,332387,224443,208038,236330,250490,455773,139064,114972,207956,236269,208567,261089,352255,127091,219772,162279,361538,650061,534066,171789,406258,254720,252498,314735,272378,123751,263918,354281,159699,251499,155854,252802,193539,223347,138922,272121,174253,132781,435117,978679,268897,174929,387110,160091,251807,396706,254518,95870,319509,336024,433494,215732,427300,106013,302637,272484,172095,284964,198482,327258,611765,313446,323722,1524377,451411,564366,385036,383910,173670,354020,157046,1737756,262979,312770,138508,194474,105598,134808,49179,106372,207372,161498,179392,133243,135482,95310,215037,307576,176082,203408,198575,298232,189730,218496,503836,268233,422398,192629,180725,130454,1000835,146885,671231,125676,163598,360436,175553,191331,156131,440940
"22",22,288375,354713,332731,492315,189255,146896,121801,102962,144558,109993,139021,182631,133369,107923,118204,94519,141079,163127,196888,242430,173676,88641,117174,236621,221088,271472,241920,117438,91828,121832,154848,349127,128090,123210,134319,142019,261074,152893,393473,197383,144709,163645,173283,213871,197470,258243,149632,135131,179884,206148,214486,151949,181045,159209,121844,215291,165735,258909,191314,218343,803572,258696,519145,294355,973807,371760,308266,92870,171108,99114,65069,80036,77580,228049,2166749,230942,111579,92696,157075,248561,121336,102428,105236,129597,130915,134318,209712,143596,238273,144911,142519,214047,162452,159267,281602,127033,150112,96438,291284,175484,231486,145807,139818,274263,325146,208516,184151,288423,175619,140550,319936,306752,158108,205134,212278,122766,93693,188918,152324,225035,89070,186660,154994,110257,438874,161738,177207,67708,301795,235067,133118,144739,171749,189666,180629,197012,126973,107551,180431,144850,147297,217787,256002,213078,204827,193581,191724,248581,373555,112250,203368,186191,169283,275050,168378,248939,153860,230676,179416,283704,261664,323269,189933,210775,270423,151223,335539,228157,150629,220492,273705,159694,243721,243588,219080,321010,351978,346277,206088,343550,301509,424100,216595,197026,214282,199448,159623,237294,339555,231252,218442,243047,257268,461922,145697,118038,214866,254389,215538,266340,357630,130539,227003,167159,365645,653924,538118,176505,410962,258567,259747,325155,277651,127749,271420,360052,165291,259364,163740,259803,199940,228555,141992,276830,182456,136715,440691,983733,273600,181961,391134,168240,263526,409296,278117,103798,326464,341787,442535,224761,433820,109983,309327,284776,177546,290655,203826,331828,620709,318399,338872,1527192,460390,575907,394253,387087,186806,370796,161742,1745480,267981,322327,143060,201492,108683,140758,52515,110504,214191,165418,184911,137901,139922,98380,223924,312167,181634,214769,202018,302190,197302,226994,511254,285254,434616,198494,190213,133998,1004083,154075,695967,131276,173348,367796,183227,196154,166146,458941
"23",23,292583,361457,340779,527138,193166,150561,125689,107160,145984,113761,140701,192107,136682,112950,122070,96825,144929,167223,203611,247740,177856,91562,121886,250787,283231,274316,247998,120703,94667,125199,158615,350648,131988,129916,140643,147606,284122,158245,404830,203683,150448,168167,178508,218881,200466,269292,152740,139523,184844,224720,220437,155794,186596,178215,126002,221539,169319,269285,195622,222146,808509,264953,529196,300150,976499,377448,316173,96204,179284,101649,67255,85236,78672,232386,2169708,236823,115906,98013,164739,251425,123056,107484,110378,132484,135555,139452,213265,147543,243322,148851,145911,217681,166230,164219,286691,130360,157255,100850,297051,182964,237674,150399,145420,279671,333754,214589,193208,293200,180961,155822,324584,310378,162414,209934,219665,125995,99913,192022,156381,229015,91956,193796,159995,117122,449303,165041,183675,71404,304798,242642,136550,152583,178830,194975,184543,204805,132373,111720,185270,150604,151967,225922,261562,216459,209647,199453,196379,253687,379960,117438,208260,190806,172755,284438,172426,254691,156920,236804,182423,292688,269158,326789,194965,215511,275110,156164,338091,234832,158942,228316,280285,170931,250617,252453,224247,327629,357777,352177,211504,350305,305696,428881,222968,200840,222596,213257,164205,246339,347706,240661,222171,246976,261266,466617,150544,122100,222905,267020,221752,269868,362151,133739,232645,172639,378295,657337,542229,180918,416386,305871,264791,347466,328242,131359,286586,366690,172691,267237,166306,264686,209503,232843,146013,282739,187321,139791,448225,987971,281238,187861,397583,174375,267849,415186,298877,108879,328178,348297,450129,237198,441043,114290,315689,298493,183258,299248,218156,358681,628493,325949,353037,1529769,465451,608046,398901,393862,199510,376323,167238,1749241,271390,327929,148115,206440,111922,144726,55199,113960,221965,169579,190555,142650,143522,106394,228837,317412,187498,222409,206861,306106,206904,231866,516753,301534,452598,203701,204125,142150,1009179,158999,709622,133732,183196,372390,191903,200665,169850,468521
